standard_inchi_key	smiles	pathway_results	superclass_results	class_results	is_glycoside	model_version
ANGKCYLBHBLXFP-ITDUAQOSSA-N	COC(\C=C\C1=CSC(=N1)C1CSC(=N1)C(C)=C)C(C)C(\OC)=C/C(=O)OC	Amino acids and Peptides|Polyketides	Linear polyketides	Melithiazole and Myxothiazole derivatives	false	npclassifier.gnps2.org@2026-09-07
ANNRITYMAUJQPW-ZYBQPFPISA-N	C[C@@H]1CC[C@@H]2[C@]3(C)OC4(C)CC(OC(=O)[C@@H]5CCC(C)(C)CN5)[C@@]21C[C@@H]4[C@@H]3NCCCCCN(C)C	Alkaloids|Terpenoids	Pseudoalkaloids	Steroidal alkaloids	false	npclassifier.gnps2.org@2026-09-07
ANXOACCDWYYUAE-AHSRDEEVSA-N	O[C@]12C[C@@H](CO2)C3C([C@H](O4)CC5C3CC[C@@](C)(C=C)C5)[C@@]1(C)C4=O	Terpenoids	Diterpenoids	Norpimarane and Norisopimarane diterpenoids	true	npclassifier.gnps2.org@2026-09-07
AOBZDMFOPPWRHN-UHFFFAOYSA-N	O=C(CNC(C)=O)N1CCCC1C(NC(C(O)=O)CCCNC(N)=N)=S	Amino acids and Peptides	Small peptides	Tripeptides	false	npclassifier.gnps2.org@2026-09-07
AOHSXULORROIFX-DOTMVGKOSA-N	CCCCOC1CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)CC(C1)OC1OC[C@@H](O)[C@H](O)[C@H]1O)C(O)C1=CC=C(O)C=C1	Amino acids and Peptides	Oligopeptides	Cyclic peptides	true	npclassifier.gnps2.org@2026-09-07
AOJJSUZBOXZQNB-TZSSRYMLSA-N	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O	Polyketides	Polycyclic aromatic polyketides	Anthracyclines	true	npclassifier.gnps2.org@2026-09-07
AOKYZSLJEULWJU-QFFUMYQBSA-N	NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN=N(=O)CCC[C@H](NC=O)C(=O)N[C@H]([C@@H](O)C(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN(O)C=O)C(=O)NCCCCN)NC=O)[C@@H](O)C(O)=O	Alkaloids	Pseudoalkaloids	Azo and Azoxy alkaloids	false	npclassifier.gnps2.org@2026-09-07
AOSGMEAISQAECD-LMYOXSLRSA-N	C[C@]1(O)CC[C@H](Cl)C(C)(C)C1C[C@]23C(C4=C(C([C@@]2([H])C[C@@H](Cl)C(C)(C)O3)=O)C(O)=C(C)C(O)=C4)=O	Polyketides|Terpenoids			false	npclassifier.gnps2.org@2026-09-07
AOSJRZIKVHUEBB-ZDTXDFEDSA-N	CCCCCCCC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)CC)C(C)C	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
APKFDSVGJQXUKY-UPWJBAEMSA-N	C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O	Polyketides	Macrolides	Polyene macrolides	true	npclassifier.gnps2.org@2026-09-07
APMFCROHCZQOAG-XFJXDZDHSA-N	CC=C(NC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)C(=O)N[C@@H](CO)C(=O)NC(=CC)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C1=NC(C(=O)N[C@@H](CCSC)C(=O)O[C@@H](CC(=O)O)[C@@H]2[C@H](OC(C)=O)CCN2C(=O)[C@@H](N)[C@@H](C)CC)=CS1	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
APRDGVVSRUXGCI-MTQSWRERSA-N	CC(C)C[C@H](NC(=O)N[C@@H]1CCCCNC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)[C@@H](CC(C)C)NC1=O)C(=O)O	Amino acids and Peptides	Oligopeptides	Anabaenopeptins|Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
APYNVIXJDXCVNV-RAAOCQATSA-N	[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](C\C=C\C=C\CCC)N1C2=O	Amino acids and Peptides|Polyketides	Macrolides	Macrolide lactams	false	npclassifier.gnps2.org@2026-09-07
AQEGYTZKJNBFQS-KIMWIMGTSA-N	NC(=O)\C=C\C=C\C1C=CC2C=CC3OC(\C=C\C=C\C=C\C(O)=O)C1C23	Polyketides	Linear polyketides	Linear polyenes	false	npclassifier.gnps2.org@2026-09-07
AQQYZHDRTDSOER-LYKBUVKOSA-N	CC(C)C\C=C(/C)[C@H](O)[C@H](C)\C=C\C=C/[C@@H](O)CC1=C(C)C(=O)C(C)(O)O1	Polyketides	Linear polyketides	Open-chain polyketides	true	npclassifier.gnps2.org@2026-09-07
AQTJNEHGKRUSLT-BJMVGYQFSA-N	CCCCCCCC(=O)C1C2CC3=C(COC(\C=C\C)=C3)C(=O)C2(C)OC1=O	Polyketides	Chromanes	Azaphilones	false	npclassifier.gnps2.org@2026-09-07
AQVANOYBWBHIEH-QKDODKLFSA-N	N[C@@H](CCCCNC(=O)CNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CCCCNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Amino acids and Peptides	Small peptides	Tripeptides	false	npclassifier.gnps2.org@2026-09-07
AQZDMONQDXTWHN-SOUNXMBKSA-N	C[C@@H]1[C@@H]2[C@H](NC(=O)[C@]23[C@@H](C=C1C)[C@H]4[C@@H](CC3=O)[C@@H]5[C@H](CC[C@]4(O5)C)O)CC(C)C	Alkaloids	Pseudoalkaloids	Cytochalasan alkaloids	false	npclassifier.gnps2.org@2026-09-07
ARGFCVBOKNPSFR-JZBWWPTNSA-N	O=C1N[C@@H](C2=CC(O3)=CC(OS(O)(=O)=O)=C2)C(N[C@@H](C(N[C@@H]45)=O)C6=CC(OC7=C(Cl)C=C(C[C@@H]1NC(C(C8=CC3=C(O)C(Cl)=C8)=O)=O)C=C7)=C(O[C@@H]9[C@H](OC%10O[C@@H](C)[C@@H](O)[C@](N)(C)C%10)[C@@H](O)[C@H](O)[C@@H](CO)O9)C(OC%11=CC=C([C@@H](O)[C@H](NC4=O)C(N[C@@H](C(O)=O)C%12=CC(O)=CC(O)=C%12C%13=CC5=CC(Cl)=C%13O)=O)C=C%11Cl)=C6)=O	Amino acids and Peptides	Oligopeptides	Vancomycins and Teicoplanins	true	npclassifier.gnps2.org@2026-09-07
ARGPOPPJQDBJKF-ZAAXVRCTSA-N	[H][C@@]23CC/C1=C(C/C=C(C)\[C@@H]1CC)\[C@@]2(C)CCC[C@@]3(C)C	Terpenoids	Diterpenoids	Abietane diterpenoids	false	npclassifier.gnps2.org@2026-09-07
ARSXTTJGWGCRRR-XXKOCQOQSA-N	C1[C@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)N)N)(O)O)OS(=O)(=O)O	Alkaloids	Guanidine alkaloids	Saxitoxins	false	npclassifier.gnps2.org@2026-09-07
ARZACIBPCRSMMK-TWTFPXJKSA-N	C/C=C/C=C1C=C[C@]2([H])NCC[C@@H](O)[C@@]2\1O	Alkaloids			false	npclassifier.gnps2.org@2026-09-07
ASAGMZGWISYATO-LXXPWVPZSA-N	CC[C@@H]/1CC(C2=C3C(=CC(=C2O)C)[C@@]4([C@H](/C=C(\C(=O)O[C@@H](/C=C1)[C@H](C=C(C)C)O)/C)C(=O)NC4=CC3=O)O)C=O	Amino acids and Peptides|Polyketides	Macrolides	Ansa macrolides|Lactam bearing macrolide lactones	false	npclassifier.gnps2.org@2026-09-07
ASHUKCNWORBQKK-TYNCELHUSA-N	O=C(OC1=O)C2=C1[C@@]([C@H](O)CCCC)([H])CC(C(OC3=O)=O)=C3[C@H](CCCC)C2	Polyketides	Cyclic polyketides	Nonadrides	false	npclassifier.gnps2.org@2026-09-07
ASORNVAVRKWGNS-JJLOCILGSA-N	C/C=C(\NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H]1CCCN1C(=O)/C(=C/C)NC(=O)[C@@H](C)NC(=O)[C@H]1CCCN1C(=O)/C(=C/C)NC(=O)[C@H](C)N(C)C)[C@@H](C)O)C(C)C)[C@H](C)CC)C(=O)N[C@@H](C(=O)N[C@H]1CS/C=C\NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC1=O)[C@H](C)CC	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides	false	npclassifier.gnps2.org@2026-09-07
ATDILMLBOZKFGI-JUTMVFGESA-N	[H][C@]12C[C@]([H])(O)\C=C\C(\C)=C\C[C@]([H])(O)\C=C\C(\C)=C\[C@@]([H])(NC(=O)C(C)=O)[C@](C)(C(=O)O1)C(=O)[C@@H]2C	Terpenoids	Diterpenoids	Cembrane diterpenoids	false	npclassifier.gnps2.org@2026-09-07
ATFNSNUJZOYXFC-RQJHMYQMSA-N	[H][C@]12O[C@@]1([H])C(=O)C(O)=C(C)C2=O	Polyketides			false	npclassifier.gnps2.org@2026-09-07
ATUBIBZJAGAIBW-WGEALTPQSA-N	[H][C@@](O)(CC1CC(=O)NC(=O)C1)CC(=O)[C@@]([H])(C)\C=C(/C)\C=C/C	Alkaloids	Lysine alkaloids	Piperidine alkaloids	false	npclassifier.gnps2.org@2026-09-07
AUAUQABOROTJFK-TUXWIUFQSA-N	CCCC(=O)N[C@@H](CCCCN)C(=O)O[C@@H]1C[C@H](CC=CNC(=O)C=CC=NOC)OC(=O)C2=C(C=C[C@H](O)[C@@H]3O[C@@H]31)C=CC=C2O				false	npclassifier.gnps2.org@2026-09-07
AUJXLBOHYWTPFV-CVLRASHMSA-N	C[C@@H]1C(=O)N([C@H]2CSC([C@@H](C(=O)N([C@H](C(=O)OC[C@H](C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)[C@H](NC(=O)[C@@H](COC(=O)[C@@H](N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C	Alkaloids|Amino acids and Peptides	Oligopeptides|Tetramate alkaloids|Peptide alkaloids	Cyclic peptides|Depsipeptides|Pyrazine and Piperazine alkaloids	false	npclassifier.gnps2.org@2026-09-07
AUJXLBOHYWTPFV-UHFFFAOYSA-N	CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C	Alkaloids|Amino acids and Peptides	Oligopeptides|Tetramate alkaloids|Peptide alkaloids	Cyclic peptides|Depsipeptides|Pyrazine and Piperazine alkaloids	false	npclassifier.gnps2.org@2026-09-07
AUPVWQJCTRNGEY-AOEDTVJWSA-N	CC(=O)[C@]1(O)C[C@H]2C[C@H]3/C=C/C=C/C(=O)NCCC[C@@H]4NC(=O)C(=C(O)/C=C/C=C/C[C@@H]3[C@H]2[C@@H]1C)C4=O	Amino acids and Peptides|Polyketides	Macrolides	Macrocyclic tetramic acids	false	npclassifier.gnps2.org@2026-09-07
AUXDHORIJUSTHY-SHXGDCNXSA-N	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(O[C@H]5C[C@@H](O)[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O	Polyketides	Polycyclic aromatic polyketides	Angucyclines	true	npclassifier.gnps2.org@2026-09-07
AVCPRTNVVRPELB-YRUZYCQGSA-N	[H][C@@]12CC(=O)O[C@]1([H])C1=C([C@@H](CCC)O2)C(=O)C2=C(O)C=CC=C2C1=O	Polyketides	Naphthalenes	Naphthoquinones	false	npclassifier.gnps2.org@2026-09-07
AVHUCHOOGRXBJM-CDHZIWFJSA-N	C[C@@]1(C=C)C(Cl)=C[C@H]2C(=O)[C@]1(N=C=S)C1=CC=CC3=C1[C@H](C(=O)N3)C2(C)C	Alkaloids			false	npclassifier.gnps2.org@2026-09-07
AVIRMQMUBGNCKS-GQCTYLIASA-N	CC1CCC\C=C\C(=O)C2=C(O)C=C(O)C=C2CC(=O)O1	Polyketides	Macrolides	Zearalenones	false	npclassifier.gnps2.org@2026-09-07
AVKYRWJIYHSTKI-ZBPXFRMLSA-N	[H][C@@]12C[C@H](O)CNN1C(=O)[C@H](NC(=O)[C@@H](CC1=CC=C(OC)C=C1)NC(=O)[C@@H](NC(=O)[C@@H](NC=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)NC2=O)C(C)C	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides	false	npclassifier.gnps2.org@2026-09-07
AVMINTCAFHYNFE-YTJQFVPCSA-N	O[C@@H](C/C=C/C(O1)=O)/C=C/CCCCCCCCCCCCCCC[C@H]1C	Fatty acids	Fatty esters	Lactones	false	npclassifier.gnps2.org@2026-09-07
AVMSKCRHMKXYOO-RCAPREFBSA-N	[H][C@@]12OC(=O)[C@]([H])(C(C)CC)N1C1=C(C(=O)C3=CC=CC(O)=C3C1=O)C1=C(O)C=C(C)C=C21	Polyketides	Naphthalenes|Polycyclic aromatic polyketides	Angucyclines|Naphthoquinones	false	npclassifier.gnps2.org@2026-09-07
AVQWHWQXKOYHSL-WFICUNRFSA-N	O=C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CCO)C(N[C@H](CCN)C(N[C@@H](CCCCN)C(O)=O)=O)=O)=O)[C@@H]([C@H](O)C)NC(/C(NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@H](C(C)C)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@]1(C(CC(O)CCCCC)=O)N(C(/C(N)=C/C)=O)CCC1)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C\C)=O	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
AVTHWMAILGATEZ-JURNMUSBSA-N	C/C=C(\C)/C=C/C(=O)N[C@@H]([C@H](C)C1=CC=CC=C1)C(=O)O[C@H](C)CC(=O)O	Alkaloids	Peptide alkaloids	Simple amide alkaloids	false	npclassifier.gnps2.org@2026-09-07
AWGBZRVEGDNLDZ-JCUCCFEFSA-N	CCC[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](CCCC(=O)C[C@H]([C@@H](C(=O)O1)CC)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	Polyketides	Macrolides	Polyene macrolides	true	npclassifier.gnps2.org@2026-09-07
AWOIESPLBOHTGL-ZHOPJZPESA-N	CC(C)=CC(=O)/C=C/C=C/CC(=O)N[C@H](CN(C)C)C(=O)N[C@H](C(=O)N1C(=O)C(C)=C(O)[C@@H]1CC(C)C)C(C)C	Amino acids and Peptides|Polyketides			false	npclassifier.gnps2.org@2026-09-07
AWOMKVFSCPBMJX-UHFFFAOYSA-N	CC(C)C(=O)C(O)CC1=CNC2=C1C=CC=C2	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	false	npclassifier.gnps2.org@2026-09-07
AWPMMJDFXQCEES-FEHKQZEWSA-N	COC1=C(OC)C(O)=C([C@@H]2SS[C@@]34C[C@@]5(O)[C@@H](ON3C(=O)[C@@H]2N(C)C4=O)[C@H](O)C=C[C@H]5Cl)C=C1	Alkaloids|Amino acids and Peptides	Peptide alkaloids	Thiodiketopiperazine alkaloids	false	npclassifier.gnps2.org@2026-09-07
AWQLNKJBXASXDU-IPJQOSJUSA-N	[H][C@@]12CCCC[C@@]1([H])[C@@H]([C@H](C)C=C2)C1=CC(OC)=C(C=O)C(=O)O1	Polyketides	Cyclic polyketides	2-pyrone derivatives|Decalins with 2-pyrones	false	npclassifier.gnps2.org@2026-09-07
AWQLNKJBXASXDU-SFDCBXKLSA-N	C[C@H]1C=C[C@H]2CCCC[C@H]2[C@@H]1C3=CC(=C(C(=O)O3)C=O)OC	Polyketides	Cyclic polyketides	2-pyrone derivatives|Decalins with 2-pyrones	false	npclassifier.gnps2.org@2026-09-07
AWWVEZRMFWOMFU-UHFFFAOYSA-N	O=C(C(CC(C)C)NC(CC(O)CCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
AXDPBAOMGSGZMT-PMTSSQHDSA-N	CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@H](C[C@@]2(CSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC2=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O)NC1=O)NC(=O)[C@H](CC1=CN=CN1)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CSC[C@@]2(C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CC3=CN=CN3)NC(=O)CN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1	Amino acids and Peptides	Oligopeptides	RiPPs-Lanthipeptides	false	npclassifier.gnps2.org@2026-09-07
AXEGRHYJHHPVDH-UMKVKWLOSA-N	C[C@H]1\C=C\C=C/C=C(C)\C(=O)NC2=C(Cl)C(=O)C3=C(C=C(C)C(O)=C3C(=O)\C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)\C=C\[C@@H](O)C\C=C(C)\C(=O)C[C@@H]1O)C2=O	Polyketides	Macrolides	Ansa macrolides	false	npclassifier.gnps2.org@2026-09-07
AXFOSMASHUQEMX-RNPATSBUSA-N	CCCCC(C(=O)OC)C(=O)OC1CCCC(O)C2OC2C(C)C(OC(=O)\C=C/CC(O)CC(O)CC(O)CCC(C)C(O)C[C@]2(O)O[C@@H](C[C@H](O)[C@H]2O)CC(O)C1)C(C)C(O)C(C)C(O)C(C)C(C)OC1CC(OC)C(OC)C(C)O1	Polyketides	Macrolides	Macrolide lactones	true	npclassifier.gnps2.org@2026-09-07
AYCCAVRHRIETDR-UHFFFAOYSA-O	OCC(CCCCC[NH3+])NC(CC(O)CCCCCCCCCCCCC)=O	Fatty acids	Sphingolipids	Ceramides	false	npclassifier.gnps2.org@2026-09-07
AYFGLFCHCAUWKV-NFUGBNBJSA-N	C[C@H]1CCC(=O)C2=C3[C@@]4(C[C@@H]([C@](O3)([C@H]([C@@H]4/C=C/C(=O)O1)O)C)C)OC2=O	Polyketides	Macrolides	Spirotetronate macrolides	false	npclassifier.gnps2.org@2026-09-07
AYHQEXAHORNEMG-CGBMOQSMSA-N	CC(C)[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
AYSMYLUVPGMSKV-PLXAKVCMSA-N	C[C@@H]1[C@H](C)C(C[C@@]([C@H](O)C(N/C=C/C(CO)[C@@H](O)C(C)C(N2CCC[C@H]2[C@H](O)CC(N)=O)=O)=O)(OC)O1)=C	Polyketides	Linear polyketides	Open-chain polyketides	true	npclassifier.gnps2.org@2026-09-07
AYZBMLHVFCLOSX-UHFFFAOYSA-N	CC(C)CCCCC(O)C1=CC(CCCC(=O)O)=NO1				false	npclassifier.gnps2.org@2026-09-07
AZBCVXGNHJUBLD-SMQFJCFBSA-N	CC[C@H](OC([C@H]([C@H]1CCCCCCC)C)=O)C(N([C@@H](CC2=CC=CC=C2)[C@@H](CC(O1)=O)O)C)=O	Amino acids and Peptides|Polyketides	Oligopeptides	Depsipeptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
AZDDAJXLYMVMAW-BVFBRMCBSA-N	CC1=C(C(=C2[C@H]3[C@@H]4CC5=C([C@@H](N4C[C@H](N3C)CC2=C1)CNC(=O)[C@H](C)N)C(=O)C(=C(C5=O)C)OC)O)OC	Alkaloids	Tyrosine alkaloids	Tetrahydroisoquinoline alkaloids	false	npclassifier.gnps2.org@2026-09-07
AZGANZVUWUCOGH-XHPQRKPJSA-N	CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2C(C)N1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O	Amino acids and Peptides	Oligopeptides	Linear peptides	true	npclassifier.gnps2.org@2026-09-07
AZHZGGIJCMPFMJ-AECIEKQISA-N	CCCCC/C=C/CC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
AZMKCFOOYMQAIQ-PWSUYJOCSA-N	C[C@@H]1CC=CC[C@H](O)C=CC2=C(C(=O)O1)C(O)=CC(O)=C2	Polyketides	Macrolides	Zearalenones	false	npclassifier.gnps2.org@2026-09-07
AZSAKIBLCQKLPN-NMVJLXTDSA-N	CC1=CC(=O)[C@@]2(O)C3=CC=CC=C3C(=O)[C@@H]1[C@@H]2CNC1=CC=C2C(=O)SC3=C2C1=CC1=C3[C@@H](O)[C@H](O)C=C1	Shikimates and Phenylpropanoids			false	npclassifier.gnps2.org@2026-09-07
AZWOSJCABFILKS-JTQCMLDWSA-N	[H][C@]12[C@H](CC3=CC=CC=C3)NC(=O)[C@]11C(=O)\C=C\C(=O)[C@H](OC(C)=O)\C(C)=C\[C@@H](C)C\C=C\[C@@]1([H])[C@@H]1O[C@]1(C)[C@H]2C	Alkaloids	Pseudoalkaloids	Cytochalasan alkaloids	false	npclassifier.gnps2.org@2026-09-07
BAIPOTOKPGDCHA-MWBHXQFBSA-N	CC[C@H]1CC[C@@H]2[C@@H]1C=C[C@H]([C@H]2C(=O)C3=CC=CN3)/C=C/C=C(\CC)/[C@H]4[C@H](CC[C@@H](O4)[C@@H](C)C(=O)O)C	Polyketides	Polyethers	Polyether ionophores	false	npclassifier.gnps2.org@2026-09-07
BAZZDDBHNIGLGB-AWNDOMLDSA-N	CC(C)CCCCCCCCC[C@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
BBDUWLORHLGIBL-QWJRFOJJSA-N	OC([C@H]1O[C@@H](O[C@H]2[C@](C(O)=O)(C)C(CC[C@]3(C)C4CC=C5[C@@]3(C)CC[C@]6(C(O[C@H]7[C@H](O)[C@@H](O)[C@@H](O)[C@@H](C)O7)=O)C5CC(C)(C)CC6)[C@]4(C)C[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)=O	Terpenoids	Triterpenoids	Oleanane triterpenoids	true	npclassifier.gnps2.org@2026-09-07
BBIKPGRUAMIMIA-UHFFFAOYSA-N	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCC(C(=O)NC(C(=O)NC(C(=O)NC(=C)C(=O)N1)CC(C)C)CO)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C2CSCC(C(=O)NC(C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(C)C)CC(C)C)CC(C)C)C)CCCNC(=N)N)NC(=O)CNC(=O)C(C(C)O)N)C(=O)NC(CC(=O)N)C(=O)O)C(C)O)C(C)O	Amino acids and Peptides	Oligopeptides	Cyclic peptides|RiPPs-Lanthipeptides	false	npclassifier.gnps2.org@2026-09-07
BBLGCDSLCDDALX-LKGBESRRSA-N	COC1=C(OC)C(O)=C(C)C(C\C=C(/C)C\C=C\C(\C)=C\[C@@H](C)[C@@H](O)C(\C)=C\C)=N1	Polyketides	Meroterpenoids		false	npclassifier.gnps2.org@2026-09-07
BBMULGJBVDDDNI-OWKLGTHSSA-N	[H][C@@](C)(CCC1=C(C(O)=O)C(O)=C(C)C=C1)[C@]([H])(O)[C@]([H])(C)C(=O)[C@]([H])(CC)[C@@]1([H])O[C@@](CC)(C[C@@H]1C)[C@@]1([H])CC[C@](O)(CC)[C@H](C)O1	Polyketides	Polyethers|Linear polyketides	Open-chain polyketides|Polyether ionophores	false	npclassifier.gnps2.org@2026-09-07
BBOPDVQWKDZTMW-VMFPJVEDSA-N	C[C@@](O/1)([H])CC=C(C)C1=C/C2=NC(/C=C([C@@]3([H])[C@H](C)[C@@H](OC(/C=C\C4)=O)C[C@](C/C=C(C)/C5=NC([C@]6([H])C[C@@H](OC(N)=O)[C@H](O)[C@@](C[C@H](O)C[C@@H](O)[C@H](/C=C/[C@@]7([H])O[C@@]4([H])[C@@H](C)[C@H](O)C7)O[C@]8([H])O[C@@](CO)([H])[C@@H](O)[C@H](O)[C@H]8O)([H])O6)=CO5)([H])O3)\C)=CO2	Polyketides	Macrolides	Avermectins	true	npclassifier.gnps2.org@2026-09-07
