standard_inchi_key	cid	aid	assay_name	assay_type	depositor	activity_outcome	activity_name	activity_value_um	target_accession	reference
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117339	GSK3B-pretreated HCT116 viability from Cell TiterGlo-IC50	Confirmatory	846	Active	IC50	0.16326		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117340	VEGF stimulated ADSC/ECFC co-culture CD31-stained tube area decrease-screen	Screening	846	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117342	HCT116 viability from Cell TiterGlo-screen	Screening	846	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117343	SW480 viability from Cell TiterGlo-screen	Screening	846	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117346	DLD-1 viability from Cell TiterGlo-screen	Screening	846	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117347	Decreased HeLa cell count-IC50	Confirmatory	846	Inactive	IC50	10		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117348	Increased HeLa cells in S-phase-IC50	Confirmatory	846	Inactive	IC50	10		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117349	Increased HeLa cells with 2N DNA content-IC50	Confirmatory	846	Inactive	IC50	10		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117350	Increased chromatin condensation in HeLa cells-IC50	Confirmatory	846	Inactive	IC50	10		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117351	Increased HeLa cells with 4N DNA content-IC50	Confirmatory	846	Inactive	IC50	10		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117352	DLD-1 viability from Cell TiterGlo-IC50	Confirmatory	846	Active	IC50	0.10805		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	113	NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Leukemia cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	115	NCI human tumor cell line growth inhibition assay. Data for the SR Leukemia cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	115	NCI human tumor cell line growth inhibition assay. Data for the SR Leukemia cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159515	qHTS assay to identify small molecule agonists of the NFkB signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	0.19		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159516	qHTS assay to identify small molecule agonists of the endoplasmic reticulum stress response signaling pathway	Confirmatory	824	Inconclusive	Potency	0.0952	EAW90694	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159516	qHTS assay to identify small molecule agonists of the endoplasmic reticulum stress response signaling pathway	Confirmatory	824	Inconclusive	Potency	0.0776	EAW90694	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159516	qHTS assay to identify small molecule agonists of the endoplasmic reticulum stress response signaling pathway	Confirmatory	824	Inconclusive	Potency	0.0952	EAW90694	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159517	qHTS assay to identify small molecule agonists of the endoplasmic reticulum stress response signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	0.19		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159519	qHTS assay to identify small molecule agonists of the endoplasmic reticulum stress response signaling pathway: Summary	Summary	824	Active	Potency	0.143405	EAW90694	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159519	qHTS assay to identify small molecule agonists of the endoplasmic reticulum stress response signaling pathway: Summary	Summary	824	Active	Potency	0.169301	EAW90694	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159520	qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	8.4159		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159520	qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	4.8558		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159520	qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	9.4392		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159521	qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway	Confirmatory	824	Active	Potency	26.6133	AAH14804	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159521	qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway	Confirmatory	824	Inconclusive	Potency	21.6899	AAH14804	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159521	qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway	Confirmatory	824	Inactive	Potency	9.4392	AAH14804	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159523	qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway: Summary	Summary	824	Inconclusive	Potency	35.4894	AAH14804	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159526	qHTS assay to identify small molecule agonists of the AP-1 signaling pathway	Confirmatory	824	Inconclusive	Potency	60.0794	EAX06628	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159527	qHTS assay to identify small molecule agonists of the RXR signaling pathway	Confirmatory	824	Inconclusive	Potency	4.2533	ADZ17354	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159527	qHTS assay to identify small molecule agonists of the RXR signaling pathway	Confirmatory	824	Inconclusive	Potency	3.4665	ADZ17354	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159527	qHTS assay to identify small molecule agonists of the RXR signaling pathway	Confirmatory	824	Inconclusive	Potency	1.693	ADZ17354	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159529	qHTS assay to identify small molecule agonists of the RXR signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	7.5635		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159529	qHTS assay to identify small molecule agonists of the RXR signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	2.1872		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159529	qHTS assay to identify small molecule agonists of the RXR signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	1.3448		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159531	qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary	Summary	824	Inconclusive	Potency	2.25801	ADZ17354	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159531	qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary	Summary	824	Inconclusive	Potency	3.08956	ADZ17354	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159531	qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary	Summary	824	Inconclusive	Potency	2.39145	ADZ17354	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159551	qHTS assay to identify small molecule antagonists of the retinoid acid receptor (RAR) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	23.7191		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159551	qHTS assay to identify small molecule antagonists of the retinoid acid receptor (RAR) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	1.8834		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159552	qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway	Confirmatory	824	Inactive	Potency	26.6133	ADZ17337	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159552	qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway	Confirmatory	824	Active	Potency	24.3365	ADZ17337	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159552	qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway	Confirmatory	824	Inconclusive	Potency	1.6785	ADZ17337	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159553	qHTS assay to identify small molecule agonists of the retinoic acid receptor (RAR) signaling pathway	Confirmatory	824	Inactive	Potency	1.1883	ADZ17337	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159555	qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary	Summary	824	Inconclusive	Potency	5.95797	ADZ17337	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159555	qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary	Summary	824	Active	Potency	8.63492	ADZ17337	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1159555	qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary	Summary	824	Active	Potency	5.10819	ADZ17337	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	117	NCI human tumor cell line growth inhibition assay. Data for the P388/ADR Leukemia cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	119	NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Leukemia cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	119	NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Leukemia cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1195	DSSTox (FDAMDD) FDA Maximum (Recommended) Daily Dose Database	Other	EPA DSSTox	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	121	NCI human tumor cell line growth inhibition assay. Data for the K-562 Leukemia cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224824	High-throughput drug toxicity screening in the BPDCN cell line Gen2.2	Confirmatory	NCGC	Inactive	Potency	9.3495		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224834	qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library - cell viability counter screen	Confirmatory	824	Active	Potency	11.8877		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224834	qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library - cell viability counter screen	Confirmatory	824	Active	Potency	4.3277		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224834	qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	5.9557		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224835	qHTS assay to identify small molecule inhibitors of firefly luciferase	Confirmatory	824	Inconclusive	Potency	87.1034	AAA29795	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224836	qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	13.3382		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224836	qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	6.859		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224836	qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	5.9557		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224837	qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway - cell viability counter screen	Confirmatory	824	Active	Potency	11.8877		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224837	qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway - cell viability counter screen	Confirmatory	824	Active	Potency	4.8558		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224837	qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	4.7308		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224838	qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway	Confirmatory	824	Active	Potency	5.958	AAY56401	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224838	qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway	Confirmatory	824	Active	Potency	1.9331	AAY56401	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224838	qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway	Confirmatory	824	Active	Potency	2.371	AAY56401	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224840	qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	8.4159		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224840	qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	4.8558		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224841	qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library	Confirmatory	824	Active	Potency	5.958	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224841	qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library	Confirmatory	824	Active	Potency	2.169	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224841	qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library	Confirmatory	824	Active	Potency	4.2163	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224842	qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library	Confirmatory	824	Inactive	Potency	4.7326	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224842	qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library	Confirmatory	824	Inactive	Potency	2.169	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224842	qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library	Confirmatory	824	Inactive	Potency	4.2163	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224844	qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	21.317		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224844	qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	24.5412		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224844	qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	23.9145		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224845	qHTS assay to identify small molecule agonists of H2AX	Confirmatory	824	Inconclusive	Potency	110.118	EGV99105	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224845	qHTS assay to identify small molecule agonists of H2AX	Confirmatory	824	Inconclusive	Potency	142.264	EGV99105	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224846	qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway	Confirmatory	824	Inconclusive	Potency	53.5458	AAG43026	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224847	qHTS assay to identify small molecule agonists of H2AX - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	1.791		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224847	qHTS assay to identify small molecule agonists of H2AX - cell viability counter screen	Confirmatory	824	Inconclusive	Potency	4.3844		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224848	qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library	Confirmatory	824	Active	Potency	5.958	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224848	qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library	Confirmatory	824	Active	Potency	3.0638	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224848	qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library	Confirmatory	824	Active	Potency	4.2163	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224849	qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library	Confirmatory	824	Inactive	Potency	5.958	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224849	qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library	Confirmatory	824	Inactive	Potency	3.0638	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224849	qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library	Confirmatory	824	Inactive	Potency	4.2163	ADZ17378	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224857	qHTS assay for measurement of the activity of small molecule inhibitors on Zika virus induced Caspase-3 activity in human iPSC derived neural progenitor cells (hNPCs)	Confirmatory	NCGC	Inactive	Potency	7.4266		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224868	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 32 hour	Confirmatory	824	Active	Potency	23.918		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224868	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 32 hour	Confirmatory	824	Active	Potency	19.4938		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224868	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 32 hour	Confirmatory	824	Inconclusive	Potency	26.8325		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224872	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 16 hour	Confirmatory	824	Inconclusive	Potency	53.5458		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224872	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 16 hour	Confirmatory	824	Inconclusive	Potency	21.8724		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224874	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 40 hour	Confirmatory	824	Active	Potency	21.317		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224874	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 40 hour	Confirmatory	824	Active	Potency	19.4938		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224874	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 40 hour	Confirmatory	824	Active	Potency	26.8325		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224886	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 24 hour	Confirmatory	824	Inconclusive	Potency	42.5329		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224886	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 24 hour	Confirmatory	824	Active	Potency	21.8724		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224886	qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 24 hour	Confirmatory	824	Inconclusive	Potency	30.1065		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224888	A CellTox Green Cytotoxicity Assay to monitor cytotoxicity in HEK293 cells - 16 hour	Confirmatory	824	Inconclusive	Potency	15.089		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224893	qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway: Summary	Summary	824	Inconclusive	Potency	4.38294	AAY56401	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1224893	qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway: Summary	Summary	824	Inconclusive	Potency	3.18365	AAY56401	
