organism_name	taxon_id	name_class	requested_by
Crassothonna sedifolia	NCBITaxon:405100	scientific name	lotus
Crataegus germanica	NCBITaxon:36616	synonym	lotus
Crataegus microphylla	NCBITaxon:3086390	scientific name	lotus
Crataegus oxyacantha	NCBITaxon:510738	synonym	lotus
Crataegus stevenii	NCBITaxon:3784199	scientific name	lotus
Crataegus tanacetifolia	NCBITaxon:659337	scientific name	lotus
Craterellus lutescens	NCBITaxon:104198	scientific name	lotus
Crateva magna	NCBITaxon:3784362	scientific name	lotus
Cratoxylum Sumatranum	NCBITaxon:2516474	scientific name	chebi_origins
Cratoxylum neriifolium	NCBITaxon:3784367	scientific name	lotus
Cratoxylum pruniflorum	NCBITaxon:1137046	scientific name	chebi_origins
Cremanthodium nanum	NCBITaxon:3784391	scientific name	lotus
Crepidiastrum akagii	NCBITaxon:3116457	scientific name	lotus
Crepidiastrum chelidoniifolium	NCBITaxon:77560	synonym	lotus
Crepidium grandifolium	NCBITaxon:3784523	scientific name	lotus
Crepis divaricata	NCBITaxon:2326773	scientific name	lotus
Crepis napifera	NCBITaxon:3784819	scientific name	lotus
Crepis phoenix	NCBITaxon:3784825	scientific name	lotus
Cribraria cancellata var. cancellata	NCBITaxon:3449907	scientific name	lotus
Cribraria meylanii	NCBITaxon:3449923	scientific name	lotus
Cribraria purpurea	NCBITaxon:3449925	scientific name	lotus
Crinitaria tatarica	NCBITaxon:1591275	synonym	lotus
Crinum album	NCBITaxon:3784848	scientific name	lotus
Crinum kunthianum	NCBITaxon:3784868	scientific name	lotus
Crinum lorifolium	NCBITaxon:3055764	scientific name	lotus
Crinum viviparum	NCBITaxon:209086	synonym	lotus
Crinum zeylanicum	NCBITaxon:2212453	scientific name	lotus
Crioceras dipladeniiflorus	NCBITaxon:761037	synonym	lotus
Critonia quadrangularis	NCBITaxon:1475404	scientific name	chebi_origins
Critoniopsis jalcana	NCBITaxon:3784949	scientific name	lotus
Critoniopsis paradoxa	NCBITaxon:434689	synonym	lotus
Crocosmia masoniorum	NCBITaxon:3784994	scientific name	lotus
Crocus albiflorus	NCBITaxon:481123	synonym	lotus
Cronquistianthus bishopii	NCBITaxon:3709082	scientific name	lotus
Cronquistianthus chachapoyensis	NCBITaxon:3709086	scientific name	lotus
Cronquistianthus trianae	NCBITaxon:3709102	scientific name	lotus
Crosslandia setifolia	NCBITaxon:269573	synonym	lotus
Crossopetalum lobatum	NCBITaxon:3785190	scientific name	lotus
Crotalaria anagyroides	NCBITaxon:1127386	synonym	lotus
Crotalaria candicans	NCBITaxon:3785248	scientific name	lotus
Crotalaria lachnophora	NCBITaxon:1237651	scientific name	chebi_origins
Crotalaria naragutensis	NCBITaxon:3785373	scientific name	lotus
Crotalaria sericea	NCBITaxon:3477390	scientific name	lotus
Croton betulaster	NCBITaxon:3785554	scientific name	lotus
Croton costatus	NCBITaxon:3785626	scientific name	lotus
Croton diasii	NCBITaxon:3785644	scientific name	lotus
Croton hieronymi	NCBITaxon:2896018	scientific name	chebi_origins
Croton hovarum	NCBITaxon:3785727	scientific name	lotus
Croton joufra	NCBITaxon:3785754	scientific name	lotus
Croton laui	NCBITaxon:3785777	scientific name	lotus
Croton membranaceus	NCBITaxon:3785820	scientific name	lotus
Croton oblongifolius	NCBITaxon:344429	synonym	lotus
Croton phyllanthus	NCBITaxon:3785897	scientific name	lotus
Croton pulegiodorus	NCBITaxon:2815087	scientific name	chebi_origins
Croton setigerus	NCBITaxon:316793	synonym	lotus
Croton stelluliferus	NCBITaxon:1704634	synonym	lotus
Croton tonkinensis	NCBITaxon:1294550	scientific name	chebi_origins
Croton turumiquirensis	NCBITaxon:3786035	scientific name	lotus
Crucianella graeca	NCBITaxon:3786087	scientific name	lotus
Cryptantha virgata	NCBITaxon:203732	synonym	lotus
Cryptocarya agathophylla	NCBITaxon:3732650	scientific name	lotus
Cryptocarya chartacea	NCBITaxon:3379795	scientific name	chebi_origins,lotus
Cryptocarya idenburgensis	NCBITaxon:3379801	scientific name	lotus
Cryptocarya laotica	NCBITaxon:3732742	scientific name	lotus
Cryptocarya longifolia	NCBITaxon:3379803	scientific name	lotus
Cryptocarya phyllostemon	NCBITaxon:3379809	scientific name	chebi_origins,lotus
Cryptocarya strictifolia	NCBITaxon:3732814	scientific name	lotus
Cryptocarya velutinosa	NCBITaxon:3379829	scientific name	lotus
Cryptocarya wightiana	NCBITaxon:1789563	scientific name	lotus
Cryptochilus strictus	NCBITaxon:1508133	scientific name	lotus
Cryptococcus humicola	NCBITaxon:5417	synonym	lotus
Cryptococcus laurentii	NCBITaxon:5418	synonym	lotus
Cryptosepalum exfoliatum	NCBITaxon:3786261	scientific name	lotus
Cryptosepalum maraviense	NCBITaxon:3786264	scientific name	lotus
Cryptothladia chinensis	NCBITaxon:180071	synonym	lotus
Cucumis callosus	NCBITaxon:217619	synonym	lotus
Cucurbita andreana	NCBITaxon:61888	synonym	lotus
Cudrania	NCBITaxon:3495	synonym	lotus
Cudrania tricuspidata	NCBITaxon:210328	synonym	lotus
Culcitium albifolium	NCBITaxon:3786359	scientific name	lotus
Culicinomyces clavisporus	NCBITaxon:3043269	scientific name	lotus
Cullen drupaceum	NCBITaxon:3088822	scientific name	lotus
Cullen plicatum	NCBITaxon:3786374	scientific name	lotus
Cullen tomentosum	NCBITaxon:3086499	scientific name	lotus
Cunila fasciculata	NCBITaxon:3786394	scientific name	lotus
Cunila spicata	NCBITaxon:3786403	scientific name	lotus
Cupaniopsis azantha	NCBITaxon:3786450	scientific name	lotus
Cupressus arizonica var. stephensonii	NCBITaxon:48932	synonym	lotus
Cupressus bakeri	NCBITaxon:329080	synonym	lotus
Cupressus funebris	NCBITaxon:74301	synonym	lotus
Cupressus lusitanica var. lusitanica	NCBITaxon:257621	synonym	lotus
Cupressus macnabiana	NCBITaxon:103969	synonym	lotus
Cupressus macrocarpa	NCBITaxon:76352	synonym	lotus
Cupressus sargentii	NCBITaxon:48930	synonym	lotus
Cupressus sempervirens var. dupreziana	NCBITaxon:329083	synonym	lotus
Curculigo breviscapa	NCBITaxon:3786583	scientific name	lotus
Curculigo capitulata	NCBITaxon:72645	scientific name	lotus
Curculigo crassifolia	NCBITaxon:1037992	scientific name	lotus
Curcuma trichosantha	NCBITaxon:3761901	scientific name	lotus
Curcuma zanthorrhiza	NCBITaxon:136222	synonym	lotus
Curio corymbifer	NCBITaxon:3786601	scientific name	lotus
Curio ovoideus	NCBITaxon:3786602	scientific name	lotus
Cuscuta scandens	NCBITaxon:1824558	scientific name	lotus
Cuspidothrix issatschenkoi	NCBITaxon:230752	scientific name	cyanometdb
Cussonia bancoensis	NCBITaxon:2708779	scientific name	chebi_origins
Cyanea sessilifolia	NCBITaxon:3786653	scientific name	lotus
Cyanobium sp.	NCBITaxon:2164130	scientific name	cyanometdb
Cyanothamnus bipinnatus	NCBITaxon:3786679	scientific name	lotus
Cyanothece sp.	NCBITaxon:3100426	scientific name	cyanometdb
Cyathea podophylla	NCBITaxon:204585	synonym	lotus
Cyathocalyx maingayi	NCBITaxon:2506376	synonym	lotus
Cyathocline lutea	NCBITaxon:2926232	scientific name	lotus
Cyathostegia weberbaueri	NCBITaxon:3786724	scientific name	lotus
Cyclachaena xanthiifolia	NCBITaxon:1447767	synonym	lotus
Cyclea hainanensis	NCBITaxon:3786904	scientific name	lotus
Cyclea sutchuenensis	NCBITaxon:3414764	scientific name	lotus
Cyclosorus acuminatus	NCBITaxon:2137817	synonym	lotus
Cyclosorus parasiticus	NCBITaxon:714463	synonym	lotus
Cyerce cristallina	NCBITaxon:3061048	scientific name	lotus
Cylindrocarpon ianthothele	NCBITaxon:303672	synonym	lotus
Cylindrocarpon obtusisporum	NCBITaxon:78417	synonym	lotus
Cylindrospermopsis raciborskii	NCBITaxon:77022	scientific name	cyanometdb
Cylindrospermum alatosporum	NCBITaxon:765170	scientific name	cyanometdb
Cylindrospermum licheniforme	NCBITaxon:184932	scientific name	cyanometdb
Cylindrospermum stagnale	NCBITaxon:142864	scientific name	cyanometdb
Cymbaria borysthenica	NCBITaxon:3776401	scientific name	lotus
Cymbopogon khasianus	NCBITaxon:2024910	scientific name	lotus
Cymbopogon nervatus	NCBITaxon:3776440	scientific name	lotus
Cymophyllus fraserianus	NCBITaxon:100288	synonym	lotus
Cynanchum japonicum	NCBITaxon:228721	scientific name	lotus
Cynanchum liukiuense	NCBITaxon:3787282	scientific name	lotus
Cynanchum maximoviczii	NCBITaxon:3787305	scientific name	lotus
Cynara scolymus	NCBITaxon:59895	synonym	lotus
Cynoglossum gansuense	NCBITaxon:3715701	scientific name	lotus
Cyperus articulatus	NCBITaxon:1352543	scientific name	chebi_origins
Cyperus corymbosus	NCBITaxon:1352546	scientific name	chebi_origins
Cyperus scariosus	NCBITaxon:1517522	scientific name	lotus
Cyperus sphaeroideus	NCBITaxon:2848449	scientific name	lotus
Cyperus stoloniferus	NCBITaxon:2233994	synonym	lotus
Cyphanthera myosotidea	NCBITaxon:196374	synonym	lotus
Cyphostemma crotalarioides	NCBITaxon:3787725	scientific name	lotus
Cyrtocymura cincta	NCBITaxon:3788463	scientific name	lotus
Cyrtopodium paniculatum	NCBITaxon:3788460	scientific name	lotus
Cystophora brownii	NCBITaxon:3591913	scientific name	lotus
Cystoseira algeriensis	NCBITaxon:2778306	synonym	lotus
Cystoseira corniculata	NCBITaxon:2993899	synonym	lotus
Cystoseira crinita	NCBITaxon:590114	synonym	cyanometdb
Cytinus visseri	NCBITaxon:2979310	scientific name	chebi_origins
Cytisus baeticus	NCBITaxon:176349	synonym	lotus
Cytospora chrysosperma	NCBITaxon:252740	scientific name	lotus
Dactylaria candida	NCBITaxon:313362	equivalent name	lotus
Dactylella candida	NCBITaxon:313362	equivalent name	lotus
Dahlia variabilis	NCBITaxon:101596	synonym	lotus
Dalbergia calycina	NCBITaxon:2961633	scientific name	lotus
Dalbergia coromandeliana	NCBITaxon:3788685	scientific name	lotus
Dalbergia densa	NCBITaxon:3086537	scientific name	lotus
Dalbergia malabarica	NCBITaxon:3788684	scientific name	lotus
Dalbergia ovalis	NCBITaxon:450027	synonym	lotus
Dalbergia paniculata	NCBITaxon:1357585	synonym	lotus
Dalbergia peguensis	NCBITaxon:3788661	scientific name	lotus
Dalea boliviana	NCBITaxon:3788766	scientific name	chebi_origins,lotus
Dalea coerulea	NCBITaxon:3788796	scientific name	lotus
Dalea frutescens	NCBITaxon:3086554	scientific name	lotus
Dalea gattingeri	NCBITaxon:3788791	scientific name	lotus
Dalea purpurea var. purpurea	NCBITaxon:3158587	scientific name	lotus
Damburneya cufodontisii	NCBITaxon:3789041	scientific name	lotus
Daphnandra dielsii	NCBITaxon:3789113	scientific name	lotus
Daphne arisanensis	NCBITaxon:3039606	scientific name	lotus
Daphne composita	NCBITaxon:223763	synonym	lotus
Daphne esquirolii	NCBITaxon:3789178	scientific name	lotus
Daphne genkwa	NCBITaxon:1477590	scientific name	chebi_origins
Daphne gnidioides	NCBITaxon:3039609	scientific name	lotus
Daphne holosericea	NCBITaxon:3039610	scientific name	lotus
Daphne kamtschatica	NCBITaxon:3436069	scientific name	lotus
Daphne mucronata	NCBITaxon:3427935	scientific name	chebi_origins
Daphne pedunculata	NCBITaxon:3789183	scientific name	lotus
Daphne sericea	NCBITaxon:3039617	scientific name	lotus
Daphniphyllum griffithianum	NCBITaxon:3789015	scientific name	lotus
Daphniphyllum himalayense	NCBITaxon:482935	synonym	lotus
Daphniphyllum himalense	NCBITaxon:482935	scientific name	lotus
Daphniphyllum longeracemosum	NCBITaxon:937822	scientific name	lotus
Daphniphyllum majus	NCBITaxon:2753887	scientific name	lotus
Daphniphyllum subverticillatum	NCBITaxon:3789131	scientific name	lotus
Daphnopsis macrophylla	NCBITaxon:3789008	scientific name	lotus
Daphnopsis sellowiana	NCBITaxon:3789072	scientific name	lotus
Darwinella	NCBITaxon:253178	scientific name	lotus
Darwinia citriodora	NCBITaxon:3789000	scientific name	lotus
Darwinia oldfieldii	NCBITaxon:3789047	scientific name	lotus
Dasymaschalon glaucum	NCBITaxon:1202397	scientific name	chebi_origins
Datura alba	NCBITaxon:35625	synonym	lotus
Datura arborea	NCBITaxon:41689	synonym	lotus
Datura innoxia	NCBITaxon:4075	synonym	lotus
Datura pruinosa	NCBITaxon:1274348	synonym	lotus
Davallia bullata	NCBITaxon:49860	synonym	lotus
Davidiella rosigena	NCBITaxon:706555	synonym	lotus
Debaryomyces delbrueckii	NCBITaxon:4950	synonym	lotus
Decachaeta haenkeana	NCBITaxon:3709111	scientific name	lotus
Decachaeta ovatifolia	NCBITaxon:3709114	scientific name	lotus
Decachaeta scabrella	NCBITaxon:3709116	scientific name	lotus
Decachaeta thieleana	NCBITaxon:3709118	scientific name	lotus
Decalobanthus mammosus	NCBITaxon:1729749	scientific name	lotus
Decaspermum blancoi	NCBITaxon:3789386	scientific name	lotus
Deguelia rariflora	NCBITaxon:3713531	scientific name	lotus
Deguelia rufescens	NCBITaxon:3713532	scientific name	lotus
Deguelia scandens	NCBITaxon:3086583	scientific name	lotus
Deguelia urucu	NCBITaxon:3713517	scientific name	lotus
Dehaasia kurzii	NCBITaxon:3789551	scientific name	lotus
Dehaasia longipedicellata	NCBITaxon:3789273	scientific name	lotus
Dekkera anomala	NCBITaxon:37662	synonym	lotus
Delosperma brunnthaleri	NCBITaxon:3789252	scientific name	lotus
Delosperma lavisiae	NCBITaxon:3789526	scientific name	lotus
Delosperma luteum	NCBITaxon:3789488	scientific name	lotus
Delosperma pottsii	NCBITaxon:3789243	scientific name	lotus
Delosperma sutherlandii	NCBITaxon:3789240	scientific name	lotus
Delphinium aconiti	NCBITaxon:984837	synonym	lotus
Delphinium ajacis	NCBITaxon:37494	scientific name	lotus
Delphinium albiflorum	NCBITaxon:3733900	scientific name	lotus
Delphinium ambiguum	NCBITaxon:46986	synonym	lotus
Delphinium anthoroideum	NCBITaxon:984838	synonym	lotus
Delphinium armeniacum	NCBITaxon:984845	synonym	lotus
Delphinium campylocentrum	NCBITaxon:3733922	scientific name	lotus
Delphinium consolida	NCBITaxon:984867	synonym	lotus
Delphinium corymbosum	NCBITaxon:3733937	scientific name	lotus
Delphinium denudatum	NCBITaxon:1127156	scientific name	chebi_origins
Delphinium dictyocarpum	NCBITaxon:3435637	scientific name	lotus
Delphinium dissectum	NCBITaxon:3733951	scientific name	lotus
Delphinium dzavakhischwilii	NCBITaxon:3733954	scientific name	lotus
Delphinium giraldii	NCBITaxon:3733961	scientific name	lotus
Delphinium glandulosum	NCBITaxon:984852	synonym	lotus
Delphinium gueneri	NCBITaxon:3733966	scientific name	lotus
Delphinium hellesponticum	NCBITaxon:984853	synonym	lotus
Delphinium hohenackeri	NCBITaxon:136313	synonym	lotus
Delphinium honanense	NCBITaxon:3733976	scientific name	lotus
Delphinium iliense	NCBITaxon:3068903	scientific name	lotus
Delphinium majus	NCBITaxon:3734023	scientific name	lotus
Delphinium mollipilum	NCBITaxon:3734035	scientific name	lotus
Delphinium munzianum	NCBITaxon:3734037	scientific name	lotus
Delphinium nordhagenii	NCBITaxon:3734046	scientific name	lotus
Delphinium occidentale	NCBITaxon:176325	synonym	lotus
Delphinium oliverianum	NCBITaxon:984861	synonym	lotus
Delphinium orientale	NCBITaxon:37494	synonym	lotus
Delphinium pictum	NCBITaxon:984882	synonym	lotus
Delphinium poltaratzkii	NCBITaxon:3734068	scientific name	lotus
Delphinium potaninii var. bonvalotii	NCBITaxon:640774	synonym	lotus
Delphinium pubescens	NCBITaxon:984865	synonym	lotus
Delphinium raveyi	NCBITaxon:984866	synonym	lotus
Delphinium retropilosum	NCBITaxon:3734094	scientific name	lotus
Delphinium roylei	NCBITaxon:3734097	scientific name	lotus
Delphinium scabriflorum	NCBITaxon:3734104	scientific name	lotus
Delphinium sclerocladum	NCBITaxon:984841	synonym	lotus
Delphinium shawurense	NCBITaxon:3068906	scientific name	chebi_origins,lotus
Delphinium siwanense	NCBITaxon:3734115	scientific name	lotus
Delphinium staphisagria	NCBITaxon:104301	synonym	lotus
Delphinium stenocarpum	NCBITaxon:984842	synonym	lotus
Delphinium thamarae	NCBITaxon:3734127	scientific name	lotus
Delphinium trifoliolatum	NCBITaxon:3734131	scientific name	lotus
Delphinium triste	NCBITaxon:3734133	scientific name	lotus
Delphinium umbrosum	NCBITaxon:3734138	scientific name	lotus
Delphinium uncinatum	NCBITaxon:3734139	scientific name	lotus
Delphinium winklerianum	NCBITaxon:3068907	scientific name	lotus
Delphinium zalil	NCBITaxon:3734159	scientific name	lotus
Dendranthema	NCBITaxon:13422	synonym	lotus
Dendranthema arcticum	NCBITaxon:99030	synonym	lotus
Dendranthema indicum	NCBITaxon:146995	synonym	lotus
Dendranthema morifolium	NCBITaxon:41568	synonym	lotus
Dendrobium fuscescens	NCBITaxon:3137226	scientific name	lotus
Dendrobium xantholeucum	NCBITaxon:3790628	scientific name	lotus
Dendrolirium lasiopetalum	NCBITaxon:3020928	scientific name	lotus
Dendrophorbium amplexicaule	NCBITaxon:3790758	scientific name	lotus
Dendrophorbium balsapampae	NCBITaxon:3790936	scientific name	lotus
Dendrophorbium elatum	NCBITaxon:3790954	scientific name	lotus
Dendrophorbium pericaule	NCBITaxon:3790975	scientific name	lotus
Dendroviguiera pringlei	NCBITaxon:3791165	scientific name	lotus
Dennstaedtia zeylanica	NCBITaxon:3376930	scientific name	lotus
Deplanchea speciosa	NCBITaxon:3791187	scientific name	lotus
Dermatophyllum gypsophilum	NCBITaxon:2932918	scientific name	lotus
Dermocybe cardinalis	NCBITaxon:183877	synonym	lotus
Dermocybe icterinoides	NCBITaxon:702292	synonym	lotus
Dermocybe splendida	NCBITaxon:742022	synonym	lotus
Derris canarensis	NCBITaxon:1898865	scientific name	lotus
Derris hainesiana	NCBITaxon:3086589	scientific name	lotus
Derris scandens	NCBITaxon:1225699	synonym	chebi_origins
Desfontainia fulgens	NCBITaxon:3060456	scientific name	lotus
Desmanthodium perfoliatum	NCBITaxon:3791289	scientific name	lotus
Desmodium gangeticum	NCBITaxon:670324	synonym	lotus
Desmodium hookerianum	NCBITaxon:3791324	scientific name	lotus
Desmodium molliculum	NCBITaxon:3046120	scientific name	lotus
Desmodium styracifolium	NCBITaxon:648866	synonym	lotus
Desmodium triflorum	NCBITaxon:670328	synonym	lotus
Desmonostoc muscorum	NCBITaxon:1179	scientific name	cyanometdb
Desmos yunnanensis	NCBITaxon:1202402	synonym	lotus
Dhofaria macleishii	NCBITaxon:3768523	synonym	lotus
Dianthus hoeltzeri	NCBITaxon:2764630	scientific name	lotus
Diascia cordata	NCBITaxon:3791678	scientific name	lotus
Diascia integerrima	NCBITaxon:3791694	scientific name	lotus
Diascia megathura	NCBITaxon:3791698	scientific name	lotus
Diascia purpurea	NCBITaxon:3791709	scientific name	lotus
Diascia vigilis	NCBITaxon:3791721	scientific name	lotus
Dichapetalum braunii	NCBITaxon:3791953	scientific name	lotus
Dichapetalum stuhlmannii	NCBITaxon:3792054	scientific name	lotus
Dichapetalum toxicarium	NCBITaxon:3792062	scientific name	lotus
Dichothrix baueriana	NCBITaxon:1316775	scientific name	cyanometdb
Dicliptera japonica	NCBITaxon:1082503	scientific name	lotus
Dicliptera riparia	NCBITaxon:3792305	scientific name	lotus
Dicoma macrocephala	NCBITaxon:3792350	scientific name	lotus
Dicoma schinzii	NCBITaxon:3792357	scientific name	lotus
Dicranopteris dichotoma	NCBITaxon:37229	synonym	lotus
Dicranostigma franchetianum	NCBITaxon:56851	synonym	lotus
Dictyonella marsilii	NCBITaxon:3031421	scientific name	lotus
Dictyopteris acrostichoides	NCBITaxon:157155	scientific name	lotus
Dictyota	NCBITaxon:2875	scientific name	lotus
Dictyota cervicornis	NCBITaxon:499615	synonym	lotus
Didemnum lithostrotum	NCBITaxon:3410511	scientific name	lotus
Didymella fabae	NCBITaxon:372025	synonym	lotus
Didymella lentis	NCBITaxon:205686	synonym	lotus
Didymella pisi	NCBITaxon:749586	synonym	lotus
Didymella rabiei	NCBITaxon:5454	synonym	lotus
Didymocarpus albicalyx	NCBITaxon:3792511	scientific name	lotus
Didymocarpus aurantiacus	NCBITaxon:3792515	scientific name	chebi_origins,lotus
Didymocarpus pedicellatus	NCBITaxon:3792546	scientific name	lotus
Didymoglossum godmanii	NCBITaxon:1481375	scientific name	lotus
Dillenia bracteata	NCBITaxon:3740176	scientific name	lotus
Dillenia serrata	NCBITaxon:3458154	scientific name	lotus
Dimelaena thysanota	NCBITaxon:3839797	scientific name	lotus
Dimerostemma lippioides	NCBITaxon:3792840	scientific name	lotus
Dimorphotheca jucunda	NCBITaxon:379268	scientific name	lotus
Dioclea grandiflora	NCBITaxon:3837	synonym	lotus
