organism_name	requested_by
Salvia trautvetteri	lotus
Salvia triloba	lotus
Salvia urolepis	lotus
Salvia uruapana	lotus
Salvia viscida	lotus
Salvia willeana	lotus
Samadera madagascariensis	chebi_origins
Sarcocornia fruticosa	lotus
Sarcodictyon roseum	lotus
Sarcodontia setosa	lotus
Sarcophyte piriei	chebi_origins,lotus
Sarcophyton acutangulum	lotus
Sarcophyton solidum	lotus
Sarcophyton stolidotum	lotus
Sargassum heterophyllum	lotus
Sargassum parvivesiculosum	lotus
Saxidomus giganteus	lotus
Scabiosa bipinnata	lotus
Scabiosa pyrenaica	lotus
Scaevola lobelia	lotus
Scalarispongia linteiformis	lotus
Scapania parvitexta	lotus
Scenedesmus acutus var. acutus	lotus
Schefflera divaricata	lotus
Schefflera rotundifolia	lotus
Schinopsis quebracho-colorado	lotus
Schinus lentiscifolius	lotus
Schisandra wilsoniana	chebi_origins,lotus
Schistostephium heptalobum	lotus
Schizonobia sycophanta	lotus
Schizothrix n.a.	cyanometdb
Schlumbergera buckleyi	lotus
Schoenus asperocarpus	lotus
Schoenus hexandrus	lotus
Schoenus latitans	lotus
Schoenus sesquispicula	lotus
Schoepfia californica	lotus
Scholtzia parviflora	lotus
Schusterella chevalieri	lotus
Sciadotenia eichleriana	lotus
Scilla sodalicia	lotus
Scleria novae-hollandiae	lotus
Scleria tricuspidata	lotus
Sclerocarya afra	lotus
Sclerodoris tanya	lotus
Scleromitrion tenelliflorum	lotus
Scleronephthya gracillima	lotus
Scleronephthya pallida	lotus
Scleropyrum maingayi	lotus
Scopulariopsis repens	lotus
Scorzonera judaica	chebi_origins
Scorzoneroides atlantica	lotus
Scrophularia oblongifolia	lotus
Scurrula fusca	lotus
Scutellaria caucasica	lotus
Scutellaria chaematochlora	lotus
Scutellaria glabra	lotus
Scutellaria haematochlora	lotus
Scutellaria iskanderi	lotus
Scutellaria oreophila	lotus
Scutellaria oxystegia	lotus
Scutellaria rivularis	lotus
Scyphiphora hydrophylacea	lotus
Scytalium tentaculatum	lotus
Scytonema burmanicum	lotus
Scytonema mirabilis	cyanometdb
Scytonema n.a.	cyanometdb
Scytonema pseudo hofmannii	cyanometdb
Scytonema pseudo hofmannii Bharadwaja	cyanometdb
Scytonema saleyeriense	lotus
Scytonema; Dolichospermum; Raphidiopsis; Microseira n.a.	cyanometdb
Searsia dregeana	lotus
Searsia retinorrhoea	lotus
Searsia thyrsiflora	lotus
Sebastiania schottiana	lotus
Sebdenia polydactyla	lotus
Securigera cretica	lotus
Securinega tinctoria	lotus
Sedum euxinum	lotus
Seimatoantlerium tequiensis	lotus
Selliguea moulmeinensis	lotus
Semecarpus kurzii	lotus
Semenovia candicans	lotus
Semenovia suffruticosa	lotus
Semicassis undulata	lotus
Sempervivum kindingeri	lotus
Sempervivum nevadense	lotus
Senecio alcicornis	lotus
Senecio alloeophyllus	lotus
Senecio almeidae	lotus
Senecio ampullaceus	lotus
Senecio behnii	lotus
Senecio bergii	lotus
Senecio brachypodus	lotus
Senecio bracteatus	lotus
Senecio bracteolatus	lotus
Senecio brevilorus	lotus
Senecio breviscapus	lotus
Senecio burkartii	lotus
Senecio burtonii	lotus
Senecio cachinalensis	lotus
Senecio canchahuinganquensis	lotus
Senecio candicans	lotus
Senecio caudatus	lotus
Senecio cerberoanus	lotus
Senecio chionophilus	lotus
Senecio cinerarius	lotus
Senecio colaminus	lotus
Senecio collinus	lotus
Senecio confusus	lotus
Senecio conzattii	lotus
Senecio covasii	lotus
Senecio crispus	lotus
Senecio cruentus	lotus
Senecio cuneatus	lotus
Senecio deformis	lotus
Senecio digitalifolius	lotus
Senecio dryophyllus	lotus
Senecio duriaei	lotus
Senecio erechthithoides	lotus
Senecio erechthitoides	lotus
Senecio eremophilus var. kingii	lotus
Senecio faberi	lotus
Senecio fabrisii	lotus
Senecio fremontii var. blitoides	lotus
Senecio garnieri	lotus
Senecio gilliesianus	lotus
Senecio glandulosus	lotus
Senecio grandiflorus	lotus
Senecio grisebachii	lotus
Senecio heliopsis	lotus
Senecio helodes	lotus
Senecio heterotrichius	lotus
Senecio heterotrichus	lotus
Senecio hualtaranensis	lotus
Senecio hydrophilus	lotus
Senecio illinitus	lotus
Senecio integrifolius	lotus
Senecio iodanthus	lotus
Senecio isatideus	lotus
Senecio jacalensis	lotus
Senecio lanceus	lotus
Senecio laricifolius	lotus
Senecio macrophyllus	lotus
Senecio macrotis	lotus
Senecio madrensis	lotus
Senecio mitophyllus	lotus
Senecio mulgediifolius	lotus
Senecio neaei	lotus
Senecio ochoanus	lotus
Senecio odontophyllus	lotus
Senecio olivaceobracteatus	lotus
Senecio oryzetorum	lotus
Senecio othonnaeflorus	lotus
Senecio palmatus	lotus
Senecio pampeanus	lotus
Senecio patagonicus	lotus
Senecio peripotamus	lotus
Senecio philippicus	lotus
Senecio phonolithicus	chebi_origins
Senecio portalesianus	lotus
Senecio prionopterus	lotus
Senecio propinquus	lotus
Senecio pseudotites	lotus
Senecio ragonesei	lotus
Senecio reicheanus	lotus
Senecio richii	lotus
Senecio riddellii	chebi_origins,lotus
Senecio rosmarinus	lotus
Senecio rugegensis	lotus
Senecio tenuifolius	lotus
Senecio tricephalus	lotus
Senecio variabilis	lotus
Senecio viravira	lotus
Senecio viscosissimus	lotus
Senna alexandrina var. alexandrina	lotus
Senna hirsuta var. hirsuta	lotus
Senna macranthera var. pudibunda	lotus
Senna spectabilis var. excelsa	lotus
Septoria viciae	lotus
Seriphidium mongolorum	lotus
Seriphidium szovitzianum	lotus
Seris polymorpha	lotus
Serratula cichoracea	lotus
Serratula radiata	lotus
Sertularella crassicaulis	lotus
Sesamoides canescens	lotus
Sesbania macrocarpa	lotus
Seseli abolinii	lotus
Seseli campestre	lotus
Seseli condensatum	lotus
Seseli cuneifolium	lotus
Seseli foliosum	lotus
Seseli iliense	lotus
Seseli korovinii	lotus
Seseli lehmannianum	lotus
Seseli sessiliflorum	lotus
Seseli sibiricum	lotus
Seseli varium	lotus
Sessibugula translucens	lotus
Shirakiopsis elliptica	lotus
Sia ferox	lotus
Sida veronicaefolia	lotus
Sideritis angustifolia	lotus
Sideritis antiatlantica	lotus
Sideritis funkiana	lotus
Sideritis granatensis	lotus
Sideritis ibanyenzii	lotus
Sideritis imbricata	lotus
Sideritis linearifolia	lotus
Sideritis lotsyi var. mascaensis	lotus
Sideritis lyciae	lotus
Sideritis mugronensis	chebi_origins
Sideritis osteoxyla	lotus
Sideritis reverchonii	lotus
Sideritis scordioides	lotus
Sideritis spinulosa	lotus
Sideritis varoi	lotus
Sigmaxinella flabellata	lotus
Sigmosceptrella	lotus
Sigmosceptrella fibrosa	lotus
Silene praemixta	lotus
Silene scabrifolia	lotus
Siler garganicum	lotus
Siliquariaspongia japonica	lotus
Simaba cuspidata	chebi_origins
Simaba multiflora	chebi_origins
Simira eliezeriana	lotus
Simira mexicana	lotus
Simira salvadorensis	lotus
Simira williamsii	lotus
Simsia cronquistii	lotus
Sindora sumatrana	lotus
Sinocalamus affinis	chebi_origins
Sinomalus sieboldii	lotus
Sinularia dissecta	lotus
Sinularia facile	lotus
Sinularia firma	lotus
Sinularia gonatodes	lotus
Sinularia granosa	lotus
Sinularia gyrosa	lotus
Sinularia inelegans	lotus
Sinularia kavarattiensis	lotus
Sinularia manaarensis	lotus
Sinularia mayi	lotus
Sinularia microclavata	lotus
Sinularia parva	lotus
Sinularia triangula	lotus
Siparuna apiosyce	lotus
Siphonaria laciniosa	lotus
Siphonaria maura	lotus
Siphonaria oculus	lotus
Siphonoglossa	lotus
Siphula applanata	lotus
Siphula dichotoma	lotus
Siphula ramalinoides	lotus
Siphula roccelliformis	lotus
Siphula subulata	lotus
Smallanthus glabratus	lotus
Smallanthus macvaughii	lotus
Smenospongia cerebriformis	lotus
Smenospongia echina	lotus
Smilax bockii	lotus
Smilax glyciphylla	lotus
Smilax lanceaefolia	lotus
Smilax medica	lotus
Smirnowia iranica	lotus
Solanum adoense	lotus
Solanum aurantiacobaccatum	lotus
Solanum caudatum	lotus
Solanum congestiflorum	chebi_origins
Solanum cornutum	lotus
Solanum incisum	lotus
Solanum megacarpum	lotus
Solanum olgae	lotus
Solanum panduraeforme	lotus
Solanum parviflorum	lotus
Solanum persicum	lotus
Solanum pseudopersicum	lotus
Solanum sodomeum	lotus
Solanum sublobatum	lotus
Solanum verbascifolium	chebi_origins
Solanum viride	lotus
Solenopodium	lotus
Solenostemon sylvaticus	lotus
Solidago virga-aurea	lotus
Solorina octospora	lotus
Sonchus lidii	lotus
Sonchus melanolepis	lotus
Sonchus nanus	lotus
Sonerila begoniaefolia	lotus
Sophora leachiana	chebi_origins,lotus
Sophora lehmanni	lotus
Sophora praetorulosa	lotus
Sophora subprostrata	chebi_origins
Sorbus ambigua	lotus
Sorbus hostii	lotus
Sorbus lanata	lotus
Sorbus margittaiana	lotus
Sorbus sudetica	lotus
Soulamea tomentosa	lotus
Sparaxis tricolor	lotus
Sparticola juncei	lotus
Spathelia simplex	lotus
Spatholobus harmandii	lotus
Spatholobus sinensis	lotus
Spatoglossum macrodontum	lotus
Spatoglossum schmittii	lotus
Spatoglossum variabile	lotus
Sphaeranthus confertifolius	lotus
Sphaeria australis	lotus
Sphaeria macula	lotus
Sphaeria obiones	lotus
Sphaeromorphaea australis	lotus
Sphaeropsidales	lotus
Sphaerospermopsis n.a.	cyanometdb
Sphingomonas wittichii	lotus
Spicantopsis niponica	lotus
Spilanthes pallida	lotus
Spiraea brahuica	lotus
Spiraea formosa	lotus
Spirastrella abata	lotus
Spirostreptus pavani	lotus
Spirulina/Arthrospira platensis	cyanometdb
Spongia arabica	lotus
Spongia australis	lotus
Spongia cerebriformis	lotus
Spongia oceania	lotus
Spongionella gracilis	lotus
Spongosorites ruetzleri	lotus
Sporobolomyces odorus	lotus
Sporormiella teretispora	lotus
Stachybotrys alternans	lotus
Stachybotrys cylindrosporus	lotus
Stachybotrys microsporus	lotus
Stachybotrys nephrosporus	lotus
Stachys cinerea	lotus
Stachys cretica L.	chebi_origins
Stachys lavandulaefolia	lotus
Stachys rosea	lotus
Stachys sieboldii var. sieboldii	lotus
Stagonosporopsis salicorniae	lotus
Staphylea arguta	lotus
Staphylea formosana	lotus
Staphylea japonica	lotus
Staphylea ternata	lotus
Stauntonia angustifolia	lotus
Stauntonia latifolia	lotus
Stauntonia yaoshanensis	lotus
Staurogyne merguensis	lotus
Stelletta maxima	lotus
Stelletta purpurea	lotus
Stelodoryx chlorophylla	lotus
Stemmadenia galeottiana	chebi_origins
Stemmadenia minima	chebi_origins
Stemmadenia tomentosa	chebi_origins
Stemodia durantifolia var. chilensis	lotus
Stemona collinsae	lotus
Stenachaenium macrocephalum	lotus
Stenocalyx michelii	chebi_origins
Stenocereus laevigatus	lotus
Stenostomum portoricense	lotus
Stenostomum resinosum	lotus
Stephania dinklagei	lotus
Stephania glabra	lotus
Stephania merrillii	lotus
Stephania sasakii	lotus
Sterculia setigera	lotus
Sterculia tavia	lotus
Sterculia tomentosa	lotus
Stereocaulon colensoi	lotus
Stereocaulon halei	lotus
Stereocaulon himalayense	lotus
Stereocaulon sterile	lotus
Stereocaulon vulcani	lotus
Stereonephthya armata	lotus
Stereospermum zenkeri	lotus
Stevia achalensis	lotus
Stevia alpina	lotus
Stevia amambayensis	lotus
Stevia andina	lotus
Stevia aristata	lotus
Stevia breviaristata	lotus
Stevia chamaedrys	lotus
Stevia cuzcoensis	lotus
Stevia galeopsidifolia	lotus
Stevia gilliesii	lotus
Stevia grisebachiana	lotus
Stevia jujuyensis	lotus
Stevia maimarensis	lotus
Stevia mercedensis	lotus
Stevia monardaefolia	lotus
Stevia ovata var. texana	lotus
Stevia philippiana	lotus
Stevia polyphylla	chebi_origins,lotus
Stevia porphyrea	lotus
Stevia potrerensis	lotus
Stevia procumbens	lotus
Stevia samaipatensis	lotus
Stevia sanguinea	lotus
Stevia sarensis	lotus
Stevia satureifolia	lotus
Stevia soratensis	lotus
Stevia stricta	lotus
Stevia vaga	lotus
Stevia yaconensis	lotus
Steyermarkina dispalata	lotus
Sticherus dichotomus	lotus
Sticherus quadripartitus	lotus
Stichopus chloronotos	lotus
Sticta mougeotiana	lotus
Stigonema dendroideum	cyanometdb,lotus
Stigonema; Scytonema; Lyngbya sp.	cyanometdb
Stilpnopappus trichospiroides	lotus
Stixaceae	lotus
Stoeba extensa	lotus
Stolonica australis	lotus
Stomozoa murrayi	lotus
Stomozoa roseola	lotus
Stranvaesia davidiana var. davidiana	lotus
Streptocarpus hybridus	lotus
Streptocaulon griffithii	chebi_origins
Streptomyces aureofaciens	lotus
Streptomyces n.a.	cyanometdb
Streptomyces threomyceticus L-803	chebi_origins
Striga barthlottii	lotus
Striga lutea	lotus
Strobilanthes auriculatus	lotus
Strobilanthes pentstemonoides	lotus
Strobilanthes psilostachys	lotus
Strobilurus conigenus	lotus
Strongylodesma	lotus
Strongylodesma algoaensis	lotus
Strongylodesma aliwaliensis	lotus
Strumaria barbariae	lotus
Struthiola argentea	lotus
Strychnos colubrina	lotus
Strychnos holstii	chebi_origins
Stylinos	lotus
Stylissa caribica	lotus
Stylissa constricta	lotus
Stylogyne ardisioides	lotus
Stylogyne cauliflora	lotus
Styphelia humifusa	lotus
Styrax macranthus	chebi_origins
Suberites sericeus	lotus
Sullivantia hapemanii var. purpusii	lotus
Sullivantia renifolia	lotus
Swertia alata	lotus
Swertia davidi	chebi_origins
Swertia decussata	chebi_origins,lotus
Swertia gracilescens	chebi_origins
Swertia perfoliata	chebi_origins
Swertia randaiensis	chebi_origins
Swietenia aubrevilleana	lotus
Symphyotrichum bracteolatum	lotus
Symphyotrichum novibelgii var. novi-belgii	lotus
Symphyotrichum patagonicum	lotus
Symploca laete-viridis	cyanometdb
Symploca laeteviridis	lotus
Symploca n.a.	cyanometdb
Symploca; Geitlerinema n.a.	cyanometdb
Symploca;Geitlerinema n.a.	cyanometdb
Symplocos laetiviridis	lotus
Symplocos microcalyx	lotus
Symplocos oblongifolia	lotus
Synallactes nozawai	lotus
Synaptolepis retusa	lotus
Syncarpia glomerulifera	lotus
Syncolostemon densiflorus	lotus
Syncolostemon welwitschii	lotus
Syndiazona chinensis	lotus
Synechococcales sp.	cyanometdb
Synechococcus n.a.	cyanometdb
Synechocystis n.a.	cyanometdb
Synechocystis; Chroococcidiopsis; Oscillatoria; Lyngbya; Nostoc; Nodularia; Anabaena; Fischerella [Synechocystis]sp.; [Chroococcidiopsis]sp.; [Oscillatoria]sp.; [Lyngbya]sp.; [Nostoc]sp.; [Nodularia]sp.; [Anabaena]sp.; [Fischerella]sp.	cyanometdb
Synedrellopsis grisebachii	lotus
Synoicum blochmanni	lotus
Synoicum macroglossum	lotus
Synoicum prunum	lotus
Synoicum pulmonaria	lotus
Tabebuia avellanedae	chebi_origins
Tabebuia barbata	chebi_origins
Tabernaemontana affinis	lotus
Tabernaemontana albiflora	lotus
Tabernaemontana amblyocarpa	lotus
Tabernaemontana apoda	lotus
Tabernaemontana australis	chebi_origins,lotus
Tabernaemontana chippii	lotus
Tabernaemontana dichotoma	chebi_origins,lotus
Tabernaemontana fuchsiifolia	lotus
Tabernaemontana glabra	lotus
Tabernaemontana holstii	chebi_origins
Tabernaemontana johnstonii	chebi_origins
Tabernaemontana killipii	lotus
Tabernaemontana laurifolia	lotus
Tabernaemontana longipes	lotus
Tabernaemontana lundii	lotus
Tabernaemontana mauritiana	lotus
Tabernaemontana minutiflora	lotus
Tabernaemontana mocquerysii	lotus
Tabernaemontana mucronata	lotus
Tabernaemontana olivacea	lotus
Tabernaemontana oppositifolia	lotus
Tabernaemontana polyneura	lotus
Tabernaemontana psychotriifolia	lotus
Tabernaemontana riedelii	lotus
Tabernaemontana rigida	lotus
Tabernaemontana robinsonii	lotus
Tabernaemontana ternifolia	chebi_origins,lotus
Tabernaemontana tomentosa	lotus
Tabernaemontana wallichiana	lotus
Taenaris butleri	lotus
Taenaris myops	lotus
Taenaris onolaus	lotus
Taenaris phorcas	lotus
Tagetes coronopifolia	lotus
Tagetes dianthiflora	lotus
Tagetes elliptica	lotus
Tagetes mandonii	lotus
Tagetes rupestris	lotus
Tagetes stenophylla	lotus
Tagetes zypaquinensis	lotus
Talaromyces purpurogenus	lotus
Talaromyces thailandiasis	lotus
Talaromyces vermiculatus	lotus
Tanacetum annuum	lotus
Tanacetum aureum var. heimerlii	lotus
Tanacetum cilicium	lotus
Tanacetum larvatum	lotus
Taonia australasica	lotus
Taonia lacheana	lotus
Tapeinosperma clethroides	lotus
Taphrina cerasi	lotus
Taraxacum gymnanthum	lotus
Taraxacum megalorhizon	lotus
Tarchonanthus minor	lotus
Tarenna ebracteata	lotus
Tarenna vanprukii	lotus
Taxodium huegelii	lotus
Taxus drupacea	lotus
Taxus sinensis	lotus
Tectitethya crypta	lotus
Tectona philippinensis	lotus
Tedania mucosa	lotus
Telesto multiflora	lotus
Tephrosia egregia	lotus
Tephrosia elata	lotus
Tephrosia fulvinervis	lotus
Tephrosia hildebrandtii	lotus
Tephrosia hookeriana	lotus
Tephrosia interrupta	lotus
Tephrosia lanceolata	lotus
Tephrosia lupinifolia	lotus
Tephrosia macropoda	lotus
Tephrosia procumbens	lotus
Tephrosia quercetorum	lotus
Tephrosia semiglabra	lotus
Tephrosia spinosa	lotus
Tephrosia tepicana	lotus
Tephrosia toxicaria	chebi_origins
Tephrosia tuitoensis	lotus
Tephrosia vicioides	lotus
Tephrosia viridiflora	lotus
Terminalia acuminata	lotus
Terminalia argentea	lotus
Terminalia bentzoe	lotus
Terminalia calcicola	lotus
Terminalia impediens	lotus
Terminalia macrophylla	lotus
Terminalia tropophylla	lotus
Ternstroemia merrilliana	lotus
Tessaria dodoneifolia	lotus
Tessaria integrifolia var. ambigua	lotus
Tethya deformis	lotus
Tethya omanensis	lotus
Tetradenia barberae	lotus
Tetradymia glabrata	lotus
Tetragonia tetragonioides	lotus
Tetragonotheca ludoviciana	lotus
Tetraneuris scaposa var. scaposa	lotus
Tetraneuris turneri	lotus
Tetrastigma angustifolia	lotus
Tetrataenium grande	lotus
Tetrataenium wallichii	lotus
Teucrium africanum	lotus
Teucrium barbeyanum	lotus
Teucrium buxifolium	lotus
Teucrium carolipaui	lotus
Teucrium carthaginense	lotus
Teucrium cossonii	lotus
Teucrium decaisnei	lotus
Teucrium depressum	lotus
Teucrium fragile	lotus
Teucrium gracile	lotus
Teucrium grisebachii	lotus
Teucrium lanigerum	lotus
Teucrium lepicephalum	lotus
Teucrium maghrebinum	lotus
Teucrium manghuaense	chebi_origins
Teucrium micropodioides	lotus
Teucrium mideltense	lotus
Teucrium pernyi	lotus
Teucrium ramosissimum	chebi_origins,lotus
Teucrium rivas-martinezii	lotus
Teucrium siculum	lotus
Teucrium thymifolium	lotus
Teucrium tomentosum	lotus
Teucrium wightii	lotus
Teucrium yemense	lotus
Thalictrum faberi	lotus
Thalictrum glandulosissimum	lotus
Thalictrum hazaricum	lotus
Thalictrum longistylum	lotus
Thalictrum orientale	lotus
Thalictrum pedunculatum	lotus
Thalictrum purpurascens	lotus
Thalictrum rugosum	lotus
Thalictrum strictum	lotus
Thalictrum sultanabadense	lotus
Thapsia nitida	lotus
Thecocarpus carvifolius	lotus
Thelepus extensus	lotus
Thelypteris quelpaertensis	lotus
Thermopsis alterniflora	lotus
Thrincia tuberosa	lotus
Thryptomene denticulata	lotus
Thujopsis dolabrata var. dolabrata	lotus
Thuretella schousboei	lotus
Thymus collinus	lotus
Thymus dimorphus	lotus
Thymus hirtus	lotus
Thymus kosteletzkyanus	lotus
Thymus loscosii	lotus
Thymus martinezii	lotus
Thymus orespedanus	lotus
Thymus pastoralis	lotus
Thymus pectinatus	lotus
Ticomyces	lotus
Ticorea longiflora	lotus
Ticorea pedicellata	lotus
Tilia rubra	lotus
Tilia vulgaris	lotus
Tochuina tetraquetra	lotus
Tolypocladium microsporum	lotus
Tolypocladium terricola	lotus
Tolypothrix byssoidea	cyanometdb,lotus
Tolypothrix conglutinata	lotus
Tolypothrix conglutinata var. Chlorata	cyanometdb
Tolypothrix tjipanasensis	cyanometdb,lotus
Toona hexandra	lotus
Topsentia kushimotoensis	lotus
Topsentia pachastrelloides	lotus
Torilis bracteosa	lotus
Torula sulphurea	lotus
Tournefortia sogdiana	lotus
Tovomita excelsa	lotus
Tovomita krukovii	lotus
Tovomita pyrifolia	lotus
Toxadocia cylindrica	lotus
Trachelospermum lucidum	lotus
Trachycladus spinispirulifer	lotus
Tragopogon hybridus	lotus
Trametes speciosa	lotus
Trametes stowardii	lotus
Trema humbertii	lotus
Tribonanthes longipetala	lotus
Trichilia heudelotii	lotus
Trichilia reticulata	lotus
Trichobotrys effusus	lotus
Trichocline sinuata	lotus
Trichodesmium n.a.	cyanometdb
Trichogonia prancii	lotus
Trichogonia salviaefolia	lotus
Trichogonia santosii	lotus
Trichormus hallensis	lotus
Trichormus n.a.	cyanometdb
Trichotosia bracteata	lotus
Trichotosia latifolia	lotus
Triclisia gilletii	lotus
Triclisia patens	lotus
Triclisia sacleuxii	lotus
Tridax trilobata	lotus
Trididemnum inarmatum	lotus
Trifolium congestum	lotus
Trifolium smyrnaeum	lotus
Trigonella caerulescens	lotus
Trigonella esculenta	lotus
Trigonella laciniata	lotus
Trigonia nivea var. fasciculata	lotus
Trigonostemon heteranthus	lotus
Trigonostemon heterophyllus	chebi_origins
Trigonostemon howii	chebi_origins,lotus
Trikentrion laeve	lotus
Trimusculus costatus	lotus
Trimusculus peruvianus	lotus
Tripneustes esculentus	lotus
Tripos reticulatus	lotus
Tripterospermum trinervium	lotus
Tripterygium wilfordii regelii	chebi_origins
Triunia erythrocarpa	lotus
Trixis anomala	lotus
Trixis grisebachii	lotus
Trixis michuacana	lotus
Trixis praestans	lotus
Trixis pterocaulis	lotus
Tropaeolum boliviense	lotus
Tropaeolum hjertingii	lotus
Tropaeolum longiflorum	lotus
Tropaeolum seemannii	lotus
Tropidolaemus laticinctus	lotus
Truncospora ochroleuca	lotus
Trypetheliopsis boninensis	lotus
Tubastraea faulkneri	lotus
Tura candida	lotus
Turanogonia chinensis	lotus
Turnera ulmifolia var. angustifolia	lotus
Turraea holstii	lotus
Tychonema n.a.	cyanometdb
Tylosema fassoglensis	lotus
Tylothallia pahiensis	lotus
Tyrinna delicata	lotus
Ula javanica	lotus
Ulosa spongia	lotus
Ulva popenguinensis	lotus
Umbilicaria krempelhuberi	lotus
Umbilicaria nepalensis	lotus
Umbilicaria sinorientalis	lotus
Umbilicaria soralifera	lotus
Umbilicaria trabeculata	lotus
Umtiza listerana	lotus
Uncaria callophylla	chebi_origins,lotus
Uncaria florida	lotus
Uncaria longiflora var. pteropoda	lotus
Ungernia minor	chebi_origins
Ungernia sewerzowii	lotus
Unknown n.a.	cyanometdb
Unona	lotus
Upuna boreensis	lotus
Urena repanda	lotus
Urginea pancration	chebi_origins
Urochloa eminii	lotus
Urospora mirabilis	lotus
Ursinia alpina	lotus
Ursinia anethoides	lotus
Ursinia cakilefolia	lotus
Ursinia dentata	lotus
Ursinia eckloniana	lotus
Ursinia nudicaulis	lotus
Ursinia rigidula	lotus
Ursinia saxatilis	lotus
Ursinia serrata	lotus
Ursinia tenuifolia	lotus
Usnea albopunctata	lotus
Usnea annulata	lotus
Usnea blepharea	lotus
Usnea dasypoga	lotus
Usnea laevis	lotus
Usnea lecanorica	lotus
Usnea subcavata	lotus
Uvaria hookeri	lotus
Uvaria japonica	lotus
Uvaria klaineana	lotus
Vaccinium axillare	lotus
Vaccinium hirtum var. koreanum	lotus
Vachellia astringens	lotus
Vachellia farnesiana var. farnesiana	lotus
Vachellia sieberiana woodii	lotus
Valeriana altaica	lotus
Valeriana brachystemon	lotus
Valeriana cardamines	lotus
Valeriana chionophila	lotus
Valeriana colchica	lotus
Valeriana condamoana	lotus
Valeriana eriophylla	lotus
Valeriana ficariifolia	lotus
Valeriana glechomifolia	lotus
Valeriana grossheimii	lotus
Valeriana hardwickei	lotus
Valeriana micropterina	lotus
Valeriana moonii	lotus
Valeriana pulvinata	lotus
Valeriana rossica	lotus
Valeriana vaginata	lotus
Valeriana wolgensis	lotus
Vangueria infausta subsp. infausta	lotus
Vantanea peruviana	lotus
Varronia oaxacana	lotus
Varronia serratifolia	lotus
Vatica albiramis	lotus
Vatica obscura	lotus
Vellozia coronata	lotus
Vellozia glandulifera	lotus
Vellozia laevis	lotus
Vellozia lilacina	lotus
Vellozia magdalenae	lotus
Vellozia piresiana	lotus
Vellozia pusilla	lotus
Veltheimia viridiflora	lotus
Ventilago vitiensis	lotus
Vepris glaberrima	lotus
Vepris tabouensis	lotus
Veratrum album var. oxysepalum	lotus
Veratrum shanense	lotus
Verbascum ballii	lotus
Verbascum bombyciferum	lotus
Verbascum leucophyllum	lotus
Verbascum mallophorum	lotus
Verbascum nobile	lotus
Verbascum olympicum	lotus
Verbascum ovalifolium	lotus
Verbascum pseudonobile	lotus
Verbascum spectabile	lotus
Verbascum spinosum	lotus
Verbena minutiflora	chebi_origins
Verbena officinalis var. officinalis	lotus
Veretillum malayense	lotus
Vernonanthura amplexicaulis	lotus
Vernonanthura auriculata	lotus
Vernonanthura brasiliana	lotus
Vernonanthura cordata	lotus
Vernonanthura discolor	lotus
Vernonanthura menthaefolia	lotus
Vernonanthura montevidensis	lotus
Vernonanthura westiniana	lotus
Vernonia arkansana	lotus
Vernonia holstii	lotus
Vernonia menthaefolia	lotus
Vernonia pachyclada	lotus
Vernonia polyantha	lotus
Vernonia potamophila	lotus
Vernonia syringifolia	lotus
Vernonia volkameriaefolia	lotus
Verongia	lotus
Verticicladiella	lotus
Verticillium intertextum	lotus
Verticordia densiflora	lotus
Verticordia monadelpha	lotus
Viburnum fragrans	lotus
Viburnum hillieri	lotus
Viburnum mathewsii	lotus
Viburnum nudum var. cassinoides	lotus
Vicia monanthos	lotus
Vicia splendens	lotus
Vicoa divaricata	lotus
Vigna longissima	lotus
Vigna nuda	lotus
Viguiera buddleiaeformis	lotus
Viguiera maculata	lotus
Viguiera tucumanensis	chebi_origins
Villanova titicacensis	lotus
Vinca elegantissima	lotus
Vinca erecta	lotus
Vinca sardoa	chebi_origins
Vincetoxicum changqinianum	lotus
Vincetoxicum formosanum	lotus
Vincetoxicum mukdenense	lotus
Virola caducifolia	lotus
Virola carinata	lotus
Virola divergens	lotus
Virola guggenheimii	lotus
Virola minutiflora	lotus
Virola multinervia	lotus
Virola venosa	lotus
Viscum angulatum	chebi_origins,lotus
Vismia micrantha	lotus
Vismia parviflora	lotus
Vitis doniana	lotus
Vitis giradiana	lotus
Vogtia annua	lotus
Waltheria communis	lotus
Waltheria viscosissima	lotus
Watersipora cucullata	lotus
Wedelia angustifolia	lotus
Wedelia bishoplecta	lotus
Wedelia floribunda	lotus
Wedelia foliacea	lotus
Wedelia grandiflora	lotus
Wedelia helianthoides	lotus
Wedelia hispidantha	lotus
Wedelia hookeriana	lotus
Wedelia laevissima	lotus
Wedelia montevidensis	lotus
Wedelia ovalifolia	lotus
Wedelia regis	lotus
Wedelia riedellii	lotus
Wedelia scaberrima	lotus
Wedelia silphioides	lotus
Wedelia triloba	lotus
Wikstroemia foetida	lotus
Wikstroemia glabra	lotus
Wikstroemia hainanensis	lotus
Wikstroemia lanceolata	lotus
Wissadula paraguayensis	lotus
Woodsia hancockii	lotus
Woodsia mexicana	lotus
Wrightia javanica	chebi_origins,lotus
Wunderlichia crulsiana	lotus
Wurmbea deserticola	lotus
Xanthium catharticum	lotus
Xanthium macrocarpum	lotus
Xanthocephalum benthamianum	lotus
Xanthocephalum centauroides	lotus
Xanthocyparis vietnamensis	lotus
Xanthoparmelia constipata	lotus
Xanthoparmelia depsidella	lotus
Xanthoparmelia lusitana	lotus
